CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40609934,MANHATTAN,570,LEXINGTON AVENUE,10022,2125831668,09/07/2012,09A,Not Critical,13,A,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
40609934,MANHATTAN,570,LEXINGTON AVENUE,10022,2125831668,09/07/2012,10F,Not Critical,13,A,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
40610000,BROOKLYN,992,MANHATTAN AVENUE                                                                                    ,11222,7183894756,09/24/2012,02G,Critical,7,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40610000,BROOKLYN,992,MANHATTAN AVENUE                                                                                    ,11222,7183894756,09/12/2012,05D,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40610000,BROOKLYN,992,MANHATTAN AVENUE                                                                                    ,11222,7183894756,09/12/2012,08B,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40610000,BROOKLYN,992,MANHATTAN AVENUE                                                                                    ,11222,7183894756,09/12/2012,10B,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40610000,BROOKLYN,992,MANHATTAN AVENUE                                                                                    ,11222,7183894756,09/12/2012,10F,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40611024,MANHATTAN,94,WEST HOUSTON STREET                                                                                 ,10012,2125390808,09/25/2012,04H,Critical,20,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40611024,MANHATTAN,94,WEST HOUSTON STREET                                                                                 ,10012,2125390808,09/25/2012,04L,Critical,20,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40611024,MANHATTAN,94,WEST HOUSTON STREET                                                                                 ,10012,2125390808,09/25/2012,06D,Critical,20,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40611024,MANHATTAN,94,WEST HOUSTON STREET                                                                                 ,10012,2125390808,09/25/2012,10F,Not Critical,20,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40611024,MANHATTAN,94,WEST HOUSTON STREET                                                                                 ,10012,2125390808,09/04/2012,10B,Not Critical,2,,,10/26/2014,Cycle Inspection / Initial Inspection
40611066,BROOKLYN,248,KINGSTON AVENUE,11213,7187738365,09/04/2012,04L,Critical,17,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
40611066,BROOKLYN,248,KINGSTON AVENUE,11213,7187738365,09/04/2012,06E,Critical,17,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
40611066,BROOKLYN,248,KINGSTON AVENUE,11213,7187738365,09/04/2012,08A,Not Critical,17,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
40611066,BROOKLYN,248,KINGSTON AVENUE,11213,7187738365,09/04/2012,20F,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Re-inspection
40617746,MANHATTAN,423,AMSTERDAM AVENUE,10024,2124966280,09/17/2012,02G,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40617746,MANHATTAN,423,AMSTERDAM AVENUE,10024,2124966280,09/17/2012,06C,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40617746,MANHATTAN,423,AMSTERDAM AVENUE,10024,2124966280,09/17/2012,06D,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40618555,BRONX,28313,GRAND CONCOURSE                                                                                     ,10468,7183677977,09/20/2012,04L,Critical,9,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
40618555,BRONX,28313,GRAND CONCOURSE                                                                                     ,10468,7183677977,09/20/2012,08A,Not Critical,9,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
40619303,MANHATTAN,,PENN STATION,10001,2129670001,09/28/2012,02G,Critical,8,A,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40619303,MANHATTAN,,PENN STATION,10001,2129670001,09/12/2012,04L,Critical,11,,,10/26/2014,Cycle Inspection / Initial Inspection
40619303,MANHATTAN,,PENN STATION,10001,2129670001,09/12/2012,06D,Critical,11,,,10/26/2014,Cycle Inspection / Initial Inspection
40620484,BRONX,1840,NEREID AVENUE,10466,7183256935,09/13/2012,04L,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40620484,BRONX,1840,NEREID AVENUE,10466,7183256935,09/13/2012,10D,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40620484,BRONX,1840,NEREID AVENUE,10466,7183256935,09/13/2012,10F,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40622348,BROOKLYN,917,UTICA AVENUE,11203,7184852020,09/15/2012,06C,Critical,7,A,09/15/2012,10/26/2014,Cycle Inspection / Re-inspection
40622348,BROOKLYN,917,UTICA AVENUE,11203,7184852020,09/15/2012,10E,Not Critical,7,A,09/15/2012,10/26/2014,Cycle Inspection / Re-inspection
40634730,MANHATTAN,75,3 AVENUE,10003,2129953010,09/11/2012,10F,Not Critical,3,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
40635366,MANHATTAN,7,AVENUE A                                                                                            ,10009,2123751352,09/18/2012,04N,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40635366,MANHATTAN,7,AVENUE A                                                                                            ,10009,2123751352,09/18/2012,06D,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40635366,MANHATTAN,7,AVENUE A                                                                                            ,10009,2123751352,09/18/2012,10B,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40635366,MANHATTAN,7,AVENUE A                                                                                            ,10009,2123751352,09/18/2012,,Not Applicable,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
40635454,MANHATTAN,28,EAST   63 STREET                                                                                    ,10065,2126056859,09/17/2012,02G,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40635454,MANHATTAN,28,EAST   63 STREET                                                                                    ,10065,2126056859,09/17/2012,02H,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40635454,MANHATTAN,28,EAST   63 STREET                                                                                    ,10065,2126056859,09/17/2012,10B,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40639261,BROOKLYN,10401,FOSTER AVENUE                                                                                       ,11236,7182707879,09/19/2012,02B,Critical,24,,,10/26/2014,Cycle Inspection / Initial Inspection
40639261,BROOKLYN,10401,FOSTER AVENUE                                                                                       ,11236,7182707879,09/19/2012,04L,Critical,24,,,10/26/2014,Cycle Inspection / Initial Inspection
40639261,BROOKLYN,10401,FOSTER AVENUE                                                                                       ,11236,7182707879,09/19/2012,06C,Critical,24,,,10/26/2014,Cycle Inspection / Initial Inspection
40639261,BROOKLYN,10401,FOSTER AVENUE                                                                                       ,11236,7182707879,09/19/2012,08A,Not Critical,24,,,10/26/2014,Cycle Inspection / Initial Inspection
40639261,BROOKLYN,10401,FOSTER AVENUE                                                                                       ,11236,7182707879,09/19/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Initial Inspection
40643138,MANHATTAN,1404,3 AVENUE                                          ,10075,2125353520,09/12/2012,10H,Not Critical,5,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40643138,MANHATTAN,1404,3 AVENUE                                          ,10075,2125353520,09/12/2012,16A,Not Critical,,,,10/26/2014,Trans Fat / Re-inspection
40645559,BROOKLYN,7704,5 AVENUE                                                                                            ,11209,7186805405,09/27/2012,04C,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40645559,BROOKLYN,7704,5 AVENUE                                                                                            ,11209,7186805405,09/27/2012,06D,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40645559,BROOKLYN,7704,5 AVENUE                                                                                            ,11209,7186805405,09/27/2012,10B,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40645559,BROOKLYN,7704,5 AVENUE                                                                                            ,11209,7186805405,09/27/2012,10D,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40645559,BROOKLYN,7704,5 AVENUE                                                                                            ,11209,7186805405,09/27/2012,10F,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40646209,MANHATTAN,695,9 AVENUE,10036,2124896677,09/19/2012,02B,Critical,12,A,09/19/2012,10/26/2014,Cycle Inspection / Initial Inspection
40646209,MANHATTAN,695,9 AVENUE,10036,2124896677,09/19/2012,06F,Critical,12,A,09/19/2012,10/26/2014,Cycle Inspection / Initial Inspection
40646209,MANHATTAN,695,9 AVENUE,10036,2124896677,09/19/2012,20E,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
40646303,MANHATTAN,310,WEST    4 STREET                                                                                    ,10014,2129242711,09/05/2012,02G,Critical,12,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40646303,MANHATTAN,310,WEST    4 STREET                                                                                    ,10014,2129242711,09/05/2012,06C,Critical,12,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40646372,MANHATTAN,98,3 AVENUE                                                                                            ,10003,2127776663,09/24/2012,04K,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40646372,MANHATTAN,98,3 AVENUE                                                                                            ,10003,2127776663,09/24/2012,04N,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40646372,MANHATTAN,98,3 AVENUE                                                                                            ,10003,2127776663,09/24/2012,08A,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40646372,MANHATTAN,98,3 AVENUE                                                                                            ,10003,2127776663,09/24/2012,20F,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
40655520,MANHATTAN,72,BEDFORD STREET                                                                                      ,10014,2123669410,09/05/2012,06F,Critical,7,A,09/05/2012,10/26/2014,Cycle Inspection / Initial Inspection
40655520,MANHATTAN,72,BEDFORD STREET                                                                                      ,10014,2123669410,09/05/2012,10F,Not Critical,7,A,09/05/2012,10/26/2014,Cycle Inspection / Initial Inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/25/2012,04L,Critical,13,A,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/25/2012,08A,Not Critical,13,A,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/25/2012,10B,Not Critical,13,A,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/14/2012,04L,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/14/2012,06F,Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/14/2012,08A,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40658444,MANHATTAN,7173,WEST BROADWAY                                                                                       ,10007,2123850008,09/14/2012,10F,Not Critical,19,,,10/26/2014,Cycle Inspection / Initial Inspection
40659340,MANHATTAN,34,WEST   32 STREET,10001,2127369002,09/12/2012,04M,Critical,15,B,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40659340,MANHATTAN,34,WEST   32 STREET,10001,2127369002,09/12/2012,06C,Critical,15,B,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40659340,MANHATTAN,34,WEST   32 STREET,10001,2127369002,09/12/2012,10B,Not Critical,15,B,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,02G,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,03B,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,04N,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,06C,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,08A,Not Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,09C,Not Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660413,MANHATTAN,787,8 AVENUE,10036,2123079449,09/27/2012,10F,Not Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40660748,MANHATTAN,64,WEST   10 STREET,10011,2125057777,09/18/2012,,Not Applicable,0,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40661011,MANHATTAN,124,2 AVENUE                                          ,10003,2122607948,09/17/2012,04H,Critical,7,A,09/17/2012,10/26/2014,Cycle Inspection / Initial Inspection
40661290,BROOKLYN,248,5 AVENUE                                                                                            ,11215,7187834565,09/12/2012,04L,Critical,10,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40661290,BROOKLYN,248,5 AVENUE                                                                                            ,11215,7187834565,09/12/2012,04N,Critical,10,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40661290,BROOKLYN,248,5 AVENUE                                                                                            ,11215,7187834565,09/12/2012,08A,Not Critical,10,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40662141,QUEENS,9853,63 ROAD                                                                                             ,11374,7182754347,09/17/2012,04L,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40662141,QUEENS,9853,63 ROAD                                                                                             ,11374,7182754347,09/17/2012,08A,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40662141,QUEENS,9853,63 ROAD                                                                                             ,11374,7182754347,09/17/2012,10F,Not Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40665141,MANHATTAN,280,BLEECKER STREET,10014,2127272879,09/21/2012,06F,Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
40665141,MANHATTAN,280,BLEECKER STREET,10014,2127272879,09/21/2012,10H,Not Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/14/2012,,Not Applicable,0,,,10/26/2014,Cycle Inspection / Reopening Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/13/2012,04L,Critical,12,,,10/26/2014,Cycle Inspection / Reopening Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/13/2012,04N,Critical,12,,,10/26/2014,Cycle Inspection / Reopening Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/13/2012,08A,Not Critical,12,,,10/26/2014,Cycle Inspection / Reopening Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,02B,Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,02G,Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,04N,Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,06E,Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,08A,Not Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40665719,BRONX,1600,BOSTON ROAD                                       ,10460,7185427915,09/11/2012,10F,Not Critical,55,,,10/26/2014,Cycle Inspection / Compliance Inspection
40666541,MANHATTAN,706,AMSTERDAM AVENUE,10025,2129322400,09/20/2012,02G,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40666541,MANHATTAN,706,AMSTERDAM AVENUE,10025,2129322400,09/20/2012,04J,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40666541,MANHATTAN,706,AMSTERDAM AVENUE,10025,2129322400,09/20/2012,06A,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/18/2012,02G,Critical,24,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/18/2012,04M,Critical,24,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/18/2012,08A,Not Critical,24,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/18/2012,08C,Not Critical,24,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/10/2012,02G,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/10/2012,04N,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40666706,MANHATTAN,195,EAST HOUSTON STREET,10002,2123587980,09/10/2012,08A,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40667110,MANHATTAN,1221,AVENUE OF AMERICAS,10020,2125126486,09/19/2012,02G,Critical,12,A,09/19/2012,10/26/2014,Cycle Inspection / Initial Inspection
40667110,MANHATTAN,1221,AVENUE OF AMERICAS,10020,2125126486,09/19/2012,10B,Not Critical,12,A,09/19/2012,10/26/2014,Cycle Inspection / Initial Inspection
40667110,MANHATTAN,1221,AVENUE OF AMERICAS,10020,2125126486,09/19/2012,10F,Not Critical,12,A,09/19/2012,10/26/2014,Cycle Inspection / Initial Inspection
40667358,MANHATTAN,378,3 AVENUE                                          ,10016,2126790070,09/12/2012,02G,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40667358,MANHATTAN,378,3 AVENUE                                          ,10016,2126790070,09/12/2012,09A,Not Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40667358,MANHATTAN,378,3 AVENUE                                          ,10016,2126790070,09/12/2012,10B,Not Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40668120,MANHATTAN,208,VARICK STREET,10014,2122069991,09/14/2012,03E,Critical,12,A,09/14/2012,10/26/2014,Cycle Inspection / Re-inspection
40668120,MANHATTAN,208,VARICK STREET,10014,2122069991,09/14/2012,10D,Not Critical,12,A,09/14/2012,10/26/2014,Cycle Inspection / Re-inspection
40668305,QUEENS,9801,JAMAICA AVENUE                                    ,11421,7188460909,09/13/2012,04L,Critical,12,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
40668305,QUEENS,9801,JAMAICA AVENUE                                    ,11421,7188460909,09/13/2012,08A,Not Critical,12,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
40668305,QUEENS,9801,JAMAICA AVENUE                                    ,11421,7188460909,09/13/2012,08C,Not Critical,12,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/18/2012,04M,Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/18/2012,08A,Not Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/18/2012,10F,Not Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,04H,Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,04M,Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,06D,Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,06E,Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,08A,Not Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668464,MANHATTAN,631,9 AVENUE,10036,2123979650,09/10/2012,10F,Not Critical,32,,,10/26/2014,Cycle Inspection / Initial Inspection
40668596,QUEENS,19202,NORTHERN BOULEVARD                                                                                  ,11358,7182253500,09/18/2012,04H,Critical,9,,,10/26/2014,Cycle Inspection / Compliance Inspection
40668596,QUEENS,19202,NORTHERN BOULEVARD                                                                                  ,11358,7182253500,09/18/2012,08C,Not Critical,9,,,10/26/2014,Cycle Inspection / Compliance Inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/27/2012,02B,Critical,10,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/27/2012,10F,Not Critical,10,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/13/2012,02B,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/13/2012,06D,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/13/2012,09B,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/13/2012,09C,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40668681,QUEENS,152-59,10 AVENUE,11357,7187464370,09/13/2012,10F,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40668700,QUEENS,110-00,ROCKAWAY BOULEVARD,11420,7188437354,09/28/2012,02G,Critical,31,,,10/26/2014,Cycle Inspection / Initial Inspection
40668700,QUEENS,110-00,ROCKAWAY BOULEVARD,11420,7188437354,09/28/2012,04A,Critical,31,,,10/26/2014,Cycle Inspection / Initial Inspection
40668700,QUEENS,110-00,ROCKAWAY BOULEVARD,11420,7188437354,09/28/2012,04L,Critical,31,,,10/26/2014,Cycle Inspection / Initial Inspection
40668700,QUEENS,110-00,ROCKAWAY BOULEVARD,11420,7188437354,09/28/2012,08A,Not Critical,31,,,10/26/2014,Cycle Inspection / Initial Inspection
40668700,QUEENS,110-00,ROCKAWAY BOULEVARD,11420,7188437354,09/28/2012,10F,Not Critical,31,,,10/26/2014,Cycle Inspection / Initial Inspection
40673175,MANHATTAN,725,7 AVENUE,10019,2127646969,09/27/2012,15L,Not Critical,,,,10/26/2014,Smoke-Free Air Act / Initial Inspection
40673175,MANHATTAN,725,7 AVENUE,10019,2127646969,09/06/2012,15L,Not Critical,,,,10/26/2014,Smoke-Free Air Act / Initial Inspection
40673275,MANHATTAN,1,BROADWAY,10004,2129086353,09/21/2012,10B,Not Critical,2,A,09/21/2012,10/26/2014,Cycle Inspection / Re-inspection
40673275,MANHATTAN,1,BROADWAY,10004,2129086353,09/10/2012,05H,Critical,28,,,10/26/2014,Cycle Inspection / Initial Inspection
40677610,QUEENS,67-12,ROOSEVELT AVENUE,11377,7183356744,09/26/2012,10F,Not Critical,2,A,09/26/2012,10/26/2014,Cycle Inspection / Re-inspection
40678235,QUEENS,4012,BELL BOULEVARD                                                                                      ,11361,7182242200,09/27/2012,02G,Critical,21,,,10/26/2014,Cycle Inspection / Compliance Inspection
40678235,QUEENS,4012,BELL BOULEVARD                                                                                      ,11361,7182242200,09/27/2012,04L,Critical,21,,,10/26/2014,Cycle Inspection / Compliance Inspection
40678235,QUEENS,4012,BELL BOULEVARD                                                                                      ,11361,7182242200,09/27/2012,04M,Critical,21,,,10/26/2014,Cycle Inspection / Compliance Inspection
40678235,QUEENS,4012,BELL BOULEVARD                                                                                      ,11361,7182242200,09/27/2012,08A,Not Critical,21,,,10/26/2014,Cycle Inspection / Compliance Inspection
40678235,QUEENS,4012,BELL BOULEVARD                                                                                      ,11361,7182242200,09/27/2012,10B,Not Critical,21,,,10/26/2014,Cycle Inspection / Compliance Inspection
40679229,MANHATTAN,21,EAST   62 STREET                                  ,10065,2129806700,09/27/2012,02G,Critical,12,A,09/27/2012,10/26/2014,Cycle Inspection / Initial Inspection
40679229,MANHATTAN,21,EAST   62 STREET                                  ,10065,2129806700,09/27/2012,06D,Critical,12,A,09/27/2012,10/26/2014,Cycle Inspection / Initial Inspection
40681290,QUEENS,3608,31 STREET                                                                                           ,11106,7187299120,09/17/2012,02G,Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
40681290,QUEENS,3608,31 STREET                                                                                           ,11106,7187299120,09/17/2012,04N,Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
40681290,QUEENS,3608,31 STREET                                                                                           ,11106,7187299120,09/17/2012,06D,Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
40681290,QUEENS,3608,31 STREET                                                                                           ,11106,7187299120,09/17/2012,08A,Not Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/24/2012,10F,Not Critical,3,C,09/24/2012,10/26/2014,Cycle Inspection / Reopening Inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/20/2012,02A,Critical,26,,,10/26/2014,Cycle Inspection / Re-inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/20/2012,04N,Critical,26,,,10/26/2014,Cycle Inspection / Re-inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/20/2012,05C,Critical,26,,,10/26/2014,Cycle Inspection / Re-inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/06/2012,05D,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/06/2012,06C,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/06/2012,10B,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40681411,MANHATTAN,24,WEST   56 STREET,10019,2123333868,09/06/2012,10F,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40685858,MANHATTAN,1221,AVENUE OF THE AMERICAS,10020,2125755129,09/17/2012,02G,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40685858,MANHATTAN,1221,AVENUE OF THE AMERICAS,10020,2125755129,09/17/2012,04H,Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40685858,MANHATTAN,1221,AVENUE OF THE AMERICAS,10020,2125755129,09/17/2012,10B,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40685858,MANHATTAN,1221,AVENUE OF THE AMERICAS,10020,2125755129,09/17/2012,10F,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40685858,MANHATTAN,1221,AVENUE OF THE AMERICAS,10020,2125755129,09/17/2012,10H,Not Critical,22,,,10/26/2014,Cycle Inspection / Initial Inspection
40690910,BRONX,344,BAYCHESTER AVENUE                                                                                   ,10475,7183204764,09/11/2012,04M,Critical,12,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
40690910,BRONX,344,BAYCHESTER AVENUE                                                                                   ,10475,7183204764,09/11/2012,08A,Not Critical,12,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
